| Series   |   Mass | EOS   |   trise |    kpush |    xi175 |    xi200 |    xi225 |   Outcome |   M_rem |   M_Fe |    M_CO |    M_He |     M_H |     E_exp |   t_bounce |    t_exp |    t_end |
| u        |   27.4 | SFHo  |     0.4 | 2.95786  | 1.00245  | 0.514029 | 0.363199 |         0 | 1.86375 | 1.5685 |  7.8152 |  9.5415 | 17.8472 | 0.810224  |   0.40894  | 0.383234 | 1.76378  |
| u        |   25.4 | SFHo  |     0.4 | 3.97246  | 0.921741 | 0.396298 | 0.253306 |         0 | 1.82691 | 1.4986 |  6.8198 |  8.5297 | 16.8614 | 0.982015  |   0.392554 | 0.346379 | 1.5525   |
| u        |   24.4 | SFHo  |     0.4 | 3.76606  | 0.938076 | 0.427813 | 0.273497 |         4 | 1.84242 | 1.5528 |  6.3552 |  7.995  | 16.3975 | 0.774946  |   0.410953 | 0.349103 | 1.20959  |
| u        |   26.4 | SFHo  |     0.4 | 2.3918   | 1.05066  | 0.559216 | 0.367729 |         0 | 1.90885 | 1.5765 |  7.5861 |  9.3215 | 17.0674 | 0.651469  |   0.407197 | 0.406765 | 1.91228  |
| u        |   23.4 | SFHo  |     0.4 | 1.53783  | 1.11684  | 0.616227 | 0.404485 |         0 | 1.98405 | 1.6189 |  6.1574 |  7.808  | 15.5851 | 0.528801  |   0.41364  | 0.479128 | 6.49098  |
| u        |   26.4 | SFHx  |     0.4 | 2.40607  | 1.04848  | 0.558166 | 0.367226 |         0 | 1.92181 | 1.5765 |  7.5861 |  9.3215 | 17.0674 | 0.535131  |   0.407189 | 0.43892  | 2.09414  |
| u        |   24.4 | SFHx  |     0.4 | 3.7685   | 0.937426 | 0.427479 | 0.273347 |         4 | 1.84906 | 1.5528 |  6.3552 |  7.995  | 16.3975 | 0.649979  |   0.410944 | 0.362115 | 1.22958  |
| u        |   28.4 | SFHx  |     0.4 | 1.42152  | 1.15195  | 0.623269 | 0.419428 |         0 | 2.01985 | 1.5783 |  8.444  | 10.2158 | 18.1704 | 0.351088  |   0.413082 | 0.578477 | 1.63943  |
| u        |   23.4 | SFHx  |     0.4 | 1.55829  | 1.11398  | 0.614973 | 0.403764 |         0 | 2.00113 | 1.6189 |  6.1574 |  7.808  | 15.5851 | 0.460687  |   0.413633 | 0.523901 | 6.50066  |
| u        |   25.4 | SFHx  |     0.4 | 3.97482  | 0.920895 | 0.39589  | 0.253124 |         0 | 1.8336  | 1.4986 |  6.8198 |  8.5297 | 16.8614 | 0.825356  |   0.392546 | 0.358288 | 1.6009   |
| u        |   27.4 | SFHx  |     0.4 | 2.9674   | 1.00084  | 0.513194 | 0.362775 |         0 | 1.87389 | 1.5685 |  7.8152 |  9.5415 | 17.8472 | 0.692474  |   0.408932 | 0.409335 | 1.80854  |
| u        |   26.4 | BHBlp |     0.4 | 2.51173  | 1.08621  | 0.550264 | 0.383696 |         0 | 1.94185 | 1.5765 |  7.5861 |  9.3215 | 17.0674 | 0.486505  |   0.407264 | 0.493805 | 2.14434  |
| u        |   28.4 | BHBlp |     0.4 | 1.5509   | 1.13477  | 0.615426 | 0.416164 |         0 | 2.06372 | 1.5783 |  8.444  | 10.2158 | 18.1704 | 0.344736  |   0.413158 | 0.688602 | 4.22329  |
| u        |   27.4 | BHBlp |     0.4 | 3.05061  | 0.986104 | 0.505781 | 0.358979 |         4 | 1.88683 | 1.5685 |  7.8152 |  9.5415 | 17.8472 | 0.671275  |   0.409007 | 0.447186 | 2.06338  |
| u        |   25.4 | BHBlp |     0.4 | 4.00555  | 0.908397 | 0.390444 | 0.265685 |         0 | 1.84225 | 1.4986 |  6.8198 |  8.5297 | 16.8614 | 0.763312  |   0.392618 | 0.380999 | 1.65782  |
| u        |   24.4 | BHBlp |     0.4 | 3.81138  | 0.96503  | 0.421478 | 0.270614 |         4 | 1.8579  | 1.5528 |  6.3552 |  7.995  | 16.3975 | 0.639828  |   0.411016 | 0.386672 | 1.31867  |
| s        |   26.4 | NL3   |     0.4 | 4.26084  | 0.614399 | 0.326124 | 0.25965  |         0 | 1.68855 | 1.5554 |  7.6243 |  8.8882 |  3.6574 | 1.23355   |   0.388963 | 0.299528 | 6.45874  |
| s        |   22.4 | NL3   |     0.4 | 4.30149  | 0.527966 | 0.304912 | 0.240465 |         0 | 1.66974 | 1.4893 |  5.7925 |  7.0661 |  7.6956 | 1.46381   |   0.361358 | 0.328616 | 2.05872  |
| s        |   21.4 | NL3   |     0.4 | 4.24792  | 0.483757 | 0.331193 | 0.262311 |         0 | 1.61936 | 1.5108 |  5.4004 |  6.6763 |  8.1202 | 1.60457   |   0.326922 | 0.387486 | 7        |
| s        |   27.4 | NL3   |     0.4 | 4.20974  | 0.644555 | 0.344021 | 0.272372 |         0 | 1.70868 | 1.5356 |  7.8852 |  9.133  |  3.9083 | 1.19646   |   0.380041 | 0.323122 | 6.62456  |
| s        |   26.6 | SFHo  |     0.4 | 4.3049   | 0.566678 | 0.302386 | 0.242706 |         0 | 1.67918 | 1.54   |  7.5754 |  8.8194 |  4.3629 | 1.08413   |   0.378204 | 0.289838 | 6.49584  |
| s        |   22.4 | TM1   |     0.4 | 4.27602  | 0.556958 | 0.319419 | 0.239253 |         0 | 1.67227 | 1.4893 |  5.7925 |  7.0661 |  7.6956 | 1.39883   |   0.361329 | 0.333552 | 2.04044  |
| s        |   21.4 | TM1   |     0.4 | 4.25197  | 0.480467 | 0.329657 | 0.261332 |         0 | 1.6214  | 1.5108 |  5.4004 |  6.6763 |  8.1202 | 1.55644   |   0.326901 | 0.390277 | 7        |
| s        |   22.6 | SFHo  |     0.4 | 3.85303  | 0.882637 | 0.415402 | 0.302956 |         0 | 1.78694 | 1.5341 |  5.8941 |  7.1353 |  7.5434 | 1.34146   |   0.382094 | 0.347098 | 3.18998  |
| s        |   21.6 | SFHo  |     0.4 | 4.32085  | 0.450114 | 0.282912 | 0.214596 |         0 | 1.62469 | 1.4604 |  5.6329 |  6.9149 |  6.71   | 1.29051   |   0.351138 | 0.317602 | 1.86007  |
| s        |   27.6 | SFHo  |     0.4 | 4.23778  | 0.577193 | 0.334873 | 0.268231 |         0 | 1.68798 | 1.5326 |  7.9991 |  9.2128 |  3.5755 | 1.09456   |   0.385646 | 0.309309 | 6.99478  |
| s        |   27.4 | TM1   |     0.4 | 4.22309  | 0.634991 | 0.339826 | 0.270005 |         0 | 1.70955 | 1.5356 |  7.8852 |  9.133  |  3.9083 | 1.1592    |   0.380009 | 0.324542 | 6.63899  |
| s        |   27.8 | SFHo  |     0.4 | 4.2394   | 0.62394  | 0.3343   | 0.267481 |         0 | 1.69609 | 1.5165 |  8.1707 |  9.3616 |  3.2023 | 1.07508   |   0.371744 | 0.312505 | 6.3669   |
| s        |   25.8 | SFHo  |     0.4 | 4.00807  | 0.904641 | 0.389987 | 0.285342 |         0 | 1.79592 | 1.5563 |  7.4105 |  8.6594 |  3.7047 | 1.06246   |   0.393192 | 0.327094 | 5.08074  |
| s        |   26.8 | SFHo  |     0.4 | 4.2704   | 0.603445 | 0.322016 | 0.256243 |         0 | 1.68965 | 1.5466 |  7.5838 |  8.8521 |  4.1362 | 1.08468   |   0.379992 | 0.294393 | 6.53131  |
| s        |   27.8 | SFHx  |     0.4 | 4.23825  | 0.624921 | 0.334708 | 0.26771  |         0 | 1.69912 | 1.5165 |  8.1707 |  9.3616 |  3.2023 | 0.949183  |   0.371732 | 0.321979 | 6.44621  |
| s        |   25.8 | SFHx  |     0.4 | 4.00979  | 0.904081 | 0.389673 | 0.285174 |         0 | 1.799   | 1.5563 |  7.4105 |  8.6594 |  3.7047 | 0.958902  |   0.393183 | 0.33715  | 6.58111  |
| s        |   21.8 | SFHx  |     0.4 | 4.11682  | 0.697658 | 0.368081 | 0.224935 |         0 | 1.75471 | 1.486  |  5.5603 |  6.8278 |  7.9539 | 1.66411   |   0.362473 | 0.392706 | 2.4441   |
| s        |   26.8 | SFHx  |     0.4 | 4.26967  | 0.604208 | 0.322341 | 0.256433 |         0 | 1.69196 | 1.5466 |  7.5838 |  8.8521 |  4.1362 | 0.972964  |   0.379777 | 0.302082 | 6.69072  |
| s        |   27.8 | BHBlp |     0.4 | 4.25028  | 0.614249 | 0.330302 | 0.265242 |         0 | 1.70256 | 1.5165 |  8.1707 |  9.3616 |  3.2023 | 0.973023  |   0.371807 | 0.338637 | 5.74049  |
| s        |   25.8 | BHBlp |     0.4 | 4.03956  | 0.893875 | 0.384099 | 0.282177 |         0 | 1.80145 | 1.5563 |  7.4105 |  8.6594 |  3.7047 | 0.981425  |   0.393056 | 0.350943 | 5.49182  |
| s        |   21.8 | BHBlp |     0.4 | 4.1356   | 0.687516 | 0.36375  | 0.222974 |         0 | 1.77587 | 1.486  |  5.5603 |  6.8278 |  7.9539 | 1.56352   |   0.362769 | 0.430249 | 2.63103  |
| s        |   26.8 | BHBlp |     0.4 | 4.27855  | 0.593731 | 0.3182   | 0.254072 |         0 | 1.69253 | 1.5466 |  7.5838 |  8.8521 |  4.1362 | 1.01981   |   0.380054 | 0.312848 | 6.59108  |
| s        |   26.6 | BHBlp |     0.4 | 4.27846  | 0.557692 | 0.318242 | 0.252872 |         0 | 1.68134 | 1.54   |  7.5754 |  8.8194 |  4.3629 | 1.01521   |   0.378266 | 0.307079 | 6.66153  |
| s        |   21.6 | TM1   |     0.4 | 4.3204   | 0.453049 | 0.284107 | 0.215263 |         0 | 1.62404 | 1.4604 |  5.6329 |  6.9149 |  6.71   | 1.37831   |   0.351259 | 0.324548 | 1.94343  |
| s        |   22.6 | TM1   |     0.4 | 3.83534  | 0.887492 | 0.418014 | 0.30423  |         0 | 1.79095 | 1.5341 |  5.8941 |  7.1353 |  7.5434 | 1.39108   |   0.382215 | 0.363126 | 3.85645  |
| s        |   27.6 | TM1   |     0.4 | 4.23182  | 0.582074 | 0.336932 | 0.269418 |         0 | 1.68818 | 1.5326 |  7.9991 |  9.2128 |  3.5755 | 1.17113   |   0.385767 | 0.319099 | 6.51995  |
| s        |   26.6 | TM1   |     0.4 | 4.3025   | 0.571528 | 0.304189 | 0.243711 |         0 | 1.67726 | 1.54   |  7.5754 |  8.8194 |  4.3629 | 1.1818    |   0.378325 | 0.294469 | 6.50286  |
| s        |   21.6 | NL3   |     0.4 | 4.31971  | 0.456845 | 0.285647 | 0.216138 |         0 | 1.62215 | 1.4604 |  5.6329 |  6.9149 |  6.71   | 1.42818   |   0.351283 | 0.321285 | 1.95827  |
| s        |   26.6 | NL3   |     0.4 | 4.29792  | 0.579923 | 0.307351 | 0.245474 |         0 | 1.67576 | 1.54   |  7.5754 |  8.8194 |  4.3629 | 1.23479   |   0.378356 | 0.291443 | 6.47525  |
| s        |   27.6 | NL3   |     0.4 | 4.21935  | 0.59168  | 0.341028 | 0.271779 |         0 | 1.68694 | 1.5326 |  7.9991 |  9.2128 |  3.5755 | 1.21057   |   0.385801 | 0.317054 | 6.6677   |
| s        |   22.6 | NL3   |     0.4 | 3.78948  | 0.867788 | 0.424573 | 0.30743  |         0 | 1.79046 | 1.5341 |  5.8941 |  7.1353 |  7.5434 | 1.46155   |   0.382252 | 0.362993 | 4.05396  |
| s        |   21.2 | BHBlp |     0.4 | 4.03071  | 0.696581 | 0.385785 | 0.237001 |         0 | 1.78228 | 1.4849 |  5.4587 |  6.7649 |  6.7888 | 1.51695   |   0.363142 | 0.435752 | 2.57009  |
| s        |   28.2 | BHBlp |     0.4 | 4.24771  | 0.509348 | 0.331273 | 0.257688 |         0 | 1.64496 | 1.5255 |  7.4526 |  9.405  |  3.4024 | 1.19994   |   0.346373 | 0.418619 | 6.87352  |
| s        |   34   | SFHo  |     0.4 | 3.85135  | 0.850241 | 0.415653 | 0.304299 |         0 | 1.78188 | 1.529  | 10.2465 |  0      |  0      | 1.07987   |   0.398548 | 0.348472 | 7        |
| s        |   35   | SFHo  |     0.4 | 4.26718  | 0.560775 | 0.323436 | 0.243066 |         0 | 1.67766 | 1.4881 |  9.1518 |  0      |  0      | 1.10682   |   0.380875 | 0.324985 | 7        |
| s        |   36   | SFHo  |     0.4 | 4.19478  | 0.58908  | 0.348432 | 0.245451 |         0 | 1.69632 | 1.4857 |  8.8171 |  0      |  0      | 1.19224   |   0.375788 | 0.341803 | 7        |
| s        |   37   | SFHo  |     0.4 | 3.25354  | 0.7598   | 0.486613 | 0.336001 |         0 | 1.79083 | 1.4652 |  8.2546 |  0      |  0      | 1.58032   |   0.361293 | 0.409093 | 7        |
| s        |   38   | SFHo  |     0.4 | 4.25833  | 0.522308 | 0.327145 | 0.263617 |         0 | 1.65403 | 1.5194 |  7.7502 |  0      |  0      | 1.06776   |   0.374914 | 0.30939  | 7        |
| s        |   39   | SFHo  |     0.4 | 0.822116 | 1.21314  | 0.657508 | 0.433366 |         0 | 2.08354 | 1.6358 |  6.9108 |  0      |  0      | 0.234596  |   0.414649 | 0.709595 | 5.6141   |
| s        |   40   | SFHo  |     0.4 | 3.90227  | 0.931687 | 0.407861 | 0.298148 |         0 | 1.81227 | 1.5642 |  7.1804 |  0      |  0      | 1.09124   |   0.397621 | 0.332593 | 7        |
| s        |   12   | SFHo  |     0.4 | 3.15413  | 0.174334 | 0.054941 | 0.026501 |         0 | 1.45545 | 1.2737 |  1.9702 |  3.0103 |  7.9139 | 0.748334  |   0.222929 | 0.476881 | 6.52439  |
| w        |   12   | SFHo  |     0.4 | 3.55716  | 0.217094 | 0.097019 | 0.036336 |         0 | 1.50163 | 1.2901 |  2.0752 |  3.1366 |  7.778  | 0.949935  |   0.239737 | 0.430076 | 6.93623  |
| u        |   19   | SFHo  |     0.4 | 4.17955  | 0.307571 | 0.198485 | 0.153327 |         0 | 1.58359 | 1.4509 |  4.356  |  5.8919 | 13.1048 | 1.03898   |   0.353301 | 0.298688 | 5.38245  |
| u        |   20   | SFHo  |     0.4 | 1.6396   | 1.11951  | 0.609943 | 0.400701 |         0 | 1.96304 | 1.5722 |  4.7889 |  6.3856 | 13.6102 | 0.883949  |   0.398212 | 0.482725 | 7        |
| u        |   25   | SFHo  |     0.4 | 3.93663  | 0.922307 | 0.402333 | 0.255188 |         0 | 1.83654 | 1.5302 |  6.6807 |  8.4008 | 16.5906 | 1.09704   |   0.406828 | 0.348422 | 1.97358  |
| u        |   26   | SFHo  |     0.4 | 3.20599  | 1.03266  | 0.491257 | 0.33455  |         0 | 1.88211 | 1.589  |  6.9932 |  8.6881 | 17.3026 | 0.872178  |   0.415519 | 0.357766 | 1.98161  |
| u        |   27   | SFHo  |     0.4 | 3.26345  | 1.02522  | 0.485632 | 0.328479 |         0 | 1.87523 | 1.6046 |  7.3558 |  9.0703 | 17.9194 | 0.810866  |   0.414032 | 0.35538  | 1.75944  |
| u        |   28   | SFHo  |     0.4 | 2.60231  | 1.05241  | 0.543304 | 0.390322 |         0 | 1.90132 | 1.561  |  8.0816 |  9.8257 | 18.162  | 0.810978  |   0.406471 | 0.402102 | 1.81863  |
| u        |   30   | SFHo  |     0.4 | 1.9688   | 1.08442  | 0.588755 | 0.411631 |         0 | 1.95107 | 1.5842 |  8.8809 | 10.605  | 19.3804 | 0.724994  |   0.41004  | 0.445185 | 7        |
| z        |   11   | SFHo  |     0.4 | 2.66676  | 0.040675 | 0.012913 | 0        |         0 | 1.48953 | 1.2515 |  1.6968 |  2.3229 |  8.6782 | 0.555648  |   0.277792 | 0.448607 | 7        |
| s        |   31   | SFHx  |     0.4 | 4.31933  | 0.392566 | 0.264753 | 0.197352 |         0 | 1.57551 | 1.4489 |  8.4941 | 10.5605 |  1.152  | 0.866358  |   0.364371 | 0.328673 | 7        |
| s        |   18   | SFHx  |     0.4 | 4.28192  | 0.48432  | 0.316518 | 0.237313 |         0 | 1.60493 | 1.3909 |  4.0148 |  5.2489 |  9.2527 | 1.50115   |   0.289939 | 0.404415 | 7        |
| s        |   21   | SFHx  |     0.4 | 3.51005  | 0.748331 | 0.459549 | 0.274499 |         0 | 1.79564 | 1.4629 |  5.4794 |  6.7847 |  6.2115 | 1.56129   |   0.356081 | 0.421008 | 3.85269  |
| s        |   22   | SFHx  |     0.4 | 4.30199  | 0.36075  | 0.246598 | 0.187286 |         0 | 1.57135 | 1.4417 |  5.6486 |  6.9499 |  7.4668 | 1.09288   |   0.33001  | 0.336498 | 1.98879  |
| w        |   21   | SFHx  |     0.4 | 4.17781  | 0.303683 | 0.198017 | 0.161051 |         0 | 1.5177  | 1.4581 |  5.3135 |  6.6199 |  9.5408 | 0.961425  |   0.311769 | 0.365331 | 1.76644  |
| w        |   26   | SFHx  |     0.4 | 4.25098  | 0.702813 | 0.330036 | 0.260398 |         0 | 1.72212 | 1.5498 |  7.4159 |  8.6933 |  6.7157 | 0.983659  |   0.387571 | 0.307335 | 6.43368  |
| w        |   13   | SFHx  |     0.4 | 4.11078  | 0.363356 | 0.18172  | 0.113706 |         0 | 1.59914 | 1.3976 |  2.4865 |  3.6127 |  7.7898 | 1.22126   |   0.306515 | 0.388518 | 7        |
| u        |   28   | SFHx  |     0.4 | 2.61477  | 1.05021  | 0.542332 | 0.389808 |         0 | 1.91407 | 1.561  |  8.0816 |  9.8257 | 18.162  | 0.688877  |   0.406463 | 0.430062 | 1.87561  |
| s        |   32   | SFHx  |     0.4 | 4.25894  | 0.551487 | 0.326901 | 0.232482 |         0 | 1.67156 | 1.4809 |  8.3492 | 10.4413 |  1.5534 | 1.0711    |   0.370947 | 0.341222 | 7        |
| s        |   25   | SFHx  |     0.4 | 1.10049  | 1.14317  | 0.642005 | 0.395641 |         0 | 2.07623 | 1.6202 |  7.1307 |  8.364  |  4.1669 | 0.178551  |   0.419604 | 0.761301 | 5.82186  |
| u        |   24   | SFHx  |     0.4 | 1.48066  | 1.17317  | 0.619706 | 0.405934 |         0 | 2.00455 | 1.625  |  6.1742 |  7.825  | 16.1678 | 0.412371  |   0.414752 | 0.537334 | 7        |
| z        |   23   | SFHx  |     0.4 | 4.27102  | 0.587447 | 0.321733 | 0.25356  |         0 | 1.68876 | 1.4954 |  5.8888 |  7.1747 | 15.8277 | 1.14639   |   0.371317 | 0.330705 | 5.16848  |
| w        |   20   | SFHx  |     0.4 | 3.37322  | 0.945757 | 0.474444 | 0.340709 |         0 | 1.84011 | 1.5482 |  4.9705 |  6.2056 |  9.7242 | 1.19187   |   0.384438 | 0.387068 | 7        |
| z        |   27   | SFHx  |     0.4 | 4.12238  | 0.752508 | 0.366821 | 0.291306 |         0 | 1.73636 | 1.5398 |  7.8748 |  9.1979 | 17.8049 | 0.840187  |   0.389037 | 0.329467 | 7        |
| z        |   19   | SFHx  |     0.4 | 4.32016  | 0.426342 | 0.266488 | 0.210674 |         0 | 1.60365 | 1.4737 |  4.0386 |  5.2536 | 13.7483 | 1.15813   |   0.342734 | 0.316289 | 7        |
| z        |   16   | SFHx  |     0.4 | 3.88348  | 0.234294 | 0.140364 | 0.102454 |         0 | 1.49586 | 1.3421 |  3.0093 |  3.9937 | 12.0079 | 0.851585  |   0.275208 | 0.362359 | 1.55465  |
| z        |   29   | SFHx  |     0.4 | 4.2777   | 0.567433 | 0.318612 | 0.232171 |         0 | 1.67486 | 1.4637 |  8.6156 | 10.0203 | 18.9826 | 0.905179  |   0.356692 | 0.3408   | 7        |
| z        |   17   | SFHx  |     0.4 | 4.05451  | 0.668637 | 0.38119  | 0.255485 |         0 | 1.74197 | 1.5874 |  3.1609 |  4.3919 | 12.6098 | 1.70839   |   0.346251 | 0.387399 | 7        |
| s        |   19   | SFHx  |     0.4 | 4.17372  | 0.708763 | 0.354226 | 0.236829 |         0 | 1.75382 | 1.5878 |  4.3675 |  5.617  |  9.4176 | 1.72708   |   0.358748 | 0.385929 | 4.87702  |
| z        |   12   | SFHx  |     0.4 | 2.77693  | 0.070605 | 0.021804 | 0        |         0 | 1.40843 | 1.3401 |  1.8102 |  2.5403 |  9.461  | 0.477439  |   0.25788  | 0.459834 | 7        |
| z        |   20   | SFHx  |     0.4 | 4.29403  | 0.397777 | 0.241344 | 0.186764 |         0 | 1.59717 | 1.4841 |  4.5505 |  5.8156 | 14.1864 | 1.05654   |   0.340297 | 0.328901 | 2.1649   |
| z        |   30   | SFHx  |     0.4 | 4.15056  | 0.647119 | 0.360141 | 0.252718 |         0 | 1.71349 | 1.5002 |  8.5264 |  9.921  | 20.082  | 0.922702  |   0.37622  | 0.347218 | 7        |
| w        |   12   | SFHx  |     0.4 | 3.55815  | 0.217632 | 0.097135 | 0.036352 |         0 | 1.50767 | 1.2901 |  2.0752 |  3.1366 |  7.778  | 0.839778  |   0.239721 | 0.448854 | 7        |
| z        |   15   | SFHx  |     0.4 | 3.86335  | 0.224356 | 0.137297 | 0.100335 |         0 | 1.48037 | 1.3247 |  2.7392 |  3.8004 | 11.2011 | 0.868158  |   0.240601 | 0.436716 | 3.00362  |
| z        |   21   | SFHx  |     0.4 | 4.05439  | 0.271553 | 0.169938 | 0.13711  |         0 | 1.50606 | 1.4615 |  4.9669 |  6.187  | 14.8152 | 0.795811  |   0.316799 | 0.349807 | 1.80295  |
| s        |   29   | SFHx  |     0.4 | 4.32158  | 0.437286 | 0.280399 | 0.216068 |         0 | 1.59707 | 1.5342 |  7.5799 |  9.5306 |  3.0839 | 1.06542   |   0.35011  | 0.360473 | 7        |
| z        |   17   | TM1   |     0.4 | 4.04955  | 0.670712 | 0.382164 | 0.255931 |         0 | 1.74518 | 1.5874 |  3.1609 |  4.3919 | 12.6098 | 1.84052   |   0.346385 | 0.396576 | 7        |
| z        |   19   | TM1   |     0.4 | 4.32044  | 0.428007 | 0.267148 | 0.211033 |         0 | 1.59815 | 1.4737 |  4.0386 |  5.2536 | 13.7483 | 1.36896   |   0.342865 | 0.309731 | 7        |
| u        |   16   | BHBlp |     0.4 | 3.9323   | 0.690914 | 0.403042 | 0.287956 |         0 | 1.76863 | 1.3997 |  3.2607 |  4.655  | 11.3434 | 1.66263   |   0.338887 | 0.426869 | 5.54382  |
| u        |   14   | BHBlp |     0.4 | 4.31747  | 0.51334  | 0.261619 | 0.178315 |         0 | 1.665   | 1.4766 |  2.7828 |  4.0197 |  9.9795 | 1.53209   |   0.324159 | 0.439404 | 5.5951   |
| u        |   13   | BHBlp |     0.4 | 4.24672  | 0.499837 | 0.219509 | 0.136214 |         0 | 1.67454 | 1.491  |  2.527  |  3.6938 |  9.3056 | 1.36676   |   0.341973 | 0.408975 | 6.01788  |
| s        |   15   | TM1   |     0.4 | 4.32027  | 0.575536 | 0.284401 | 0.193125 |         0 | 1.69455 | 1.5542 |  2.9373 |  4.127  |  8.5151 | 1.75954   |   0.339527 | 0.383276 | 7        |
| w        |   15   | NL3   |     0.4 | 4.26587  | 0.560413 | 0.324004 | 0.231393 |         0 | 1.67137 | 1.3501 |  3.1022 |  4.3025 |  8.4893 | 1.96276   |   0.292505 | 0.406712 | 6.94925  |
| w        |   13   | TM1   |     0.4 | 4.11239  | 0.364771 | 0.182077 | 0.113818 |         0 | 1.59753 | 1.3976 |  2.4865 |  3.6127 |  7.7898 | 1.37556   |   0.306646 | 0.391066 | 7        |
| z        |   11   | BHBlp |     0.4 | 2.66674  | 0.040636 | 0.012911 | 0        |         0 | 1.4945  | 1.2515 |  1.6968 |  2.3229 |  8.6782 | 0.509576  |   0.277854 | 0.485686 | 7        |
| s        |   13   | TM1   |     0.4 | 3.87441  | 0.234265 | 0.138973 | 0.077318 |         0 | 1.47983 | 1.3421 |  2.3187 |  3.4338 |  7.9259 | 1.14329   |   0.278994 | 0.355138 | 7        |
| w        |   15   | TM1   |     0.4 | 4.26912  | 0.557639 | 0.322585 | 0.230714 |         0 | 1.67267 | 1.3501 |  3.1022 |  4.3025 |  8.4893 | 1.93657   |   0.292485 | 0.409195 | 6.94065  |
| w        |   12   | NL3   |     0.4 | 3.56015  | 0.218729 | 0.097369 | 0.036384 |         0 | 1.50233 | 1.2901 |  2.0752 |  3.1366 |  7.778  | 1.01509   |   0.239857 | 0.440572 | 6.8209   |
| z        |   27   | TM1   |     0.4 | 4.11194  | 0.75722  | 0.369175 | 0.29266  |         0 | 1.73335 | 1.5398 |  7.8748 |  9.1979 | 17.8049 | 1.03545   |   0.389172 | 0.32907  | 7        |
| w        |   21   | NL3   |     0.4 | 4.18314  | 0.306479 | 0.199462 | 0.161913 |         0 | 1.51209 | 1.4581 |  5.3135 |  6.6199 |  9.5408 | 1.18864   |   0.311914 | 0.357687 | 1.83815  |
| s        |   38   | TM1   |     0.4 | 4.25341  | 0.526628 | 0.329097 | 0.264733 |         0 | 1.65348 | 1.5194 |  7.7502 |  0      |  0      | 1.15166   |   0.375037 | 0.31757  | 7        |
| w        |   16   | NL3   |     0.4 | 4.24479  | 0.314373 | 0.218797 | 0.175648 |         0 | 1.5094  | 1.3761 |  3.4355 |  4.6503 |  8.9443 | 1.40963   |   0.291617 | 0.323784 | 7        |
| z        |   28   | TM1   |     0.4 | 4.2082   | 0.603264 | 0.344487 | 0.2638   |         0 | 1.69584 | 1.4938 |  8.243  |  9.5954 | 18.4074 | 1.12498   |   0.373245 | 0.335749 | 7        |
| u        |   15   | BHBlp |     0.4 | 4.31883  | 0.533936 | 0.263826 | 0.188581 |         0 | 1.67784 | 1.4401 |  3.0045 |  4.3284 | 10.6704 | 1.35492   |   0.335194 | 0.409758 | 7        |
| u        |   24   | BHBlp |     0.4 | 1.6094   | 1.15454  | 0.61182  | 0.401407 |         0 | 2.04336 | 1.625  |  6.1742 |  7.825  | 16.1678 | 0.357592  |   0.414804 | 0.653895 | 6.23863  |
| w        |   18   | NL3   |     0.4 | 4.14078  | 0.723865 | 0.362517 | 0.241587 |         0 | 1.76569 | 1.4797 |  4.1584 |  5.4177 |  9.4068 | 1.85322   |   0.357102 | 0.39406  | 7        |
| w        |   14   | TM1   |     0.4 | 4.31288  | 0.514499 | 0.255931 | 0.167426 |         0 | 1.6707  | 1.5178 |  2.7977 |  3.9727 |  8.0333 | 1.60256   |   0.331021 | 0.384928 | 7        |
| z        |   16   | TM1   |     0.4 | 3.88693  | 0.235828 | 0.140896 | 0.102693 |         0 | 1.48843 | 1.3421 |  3.0093 |  3.9937 | 12.0079 | 1.04934   |   0.275337 | 0.348138 | 1.63439  |
| s        |   19   | TM1   |     0.4 | 4.16939  | 0.711689 | 0.355366 | 0.23737  |         0 | 1.75701 | 1.5878 |  4.3675 |  5.617  |  9.4176 | 1.86315   |   0.358883 | 0.394963 | 7        |
